CustomerID,Recency,Frequency,Monetary,Cluster
12564,41,1,456.9,2
12565,69,1,145.92,2
12567,88,3,3179.11,1
12569,19,3,796.4,2
12573,7,1,160.54000000000002,2
12574,96,1,218.45,1
12576,85,1,266.85,1
12577,139,1,195.89,1
12578,110,1,1608.66,1
12580,27,1,415.7,2
12582,19,2,511.36,2
12583,53,4,2620.43,2
12584,60,1,463.63,2
12585,14,2,2040.1,2
12591,97,1,452.84999999999997,1
12594,14,5,1177.54,2
12596,22,1,269.95,2
12597,48,1,516.15,2
12598,1,3,1285.74,2
12599,65,2,312.46000000000004,2
12600,5,5,1113.7,2
12601,34,3,368.36,2
12604,41,1,178.5,2
12609,98,1,287.93,1
12613,42,2,821.66,2
12614,58,1,315.6,2
12616,77,1,255.6,1
12619,14,2,631.66,2
12621,6,6,5088.69,2
12622,12,1,180.1,2
12623,56,1,305.1,2
12625,99,1,1716.62,1
12626,96,2,1274.1,1
12633,68,1,1012.82,2
12637,19,4,2391.75,2
12639,18,1,486.1,2
12643,112,1,871.1999999999999,1
12645,96,1,369.29999999999995,1
12647,25,6,2009.06,2
12651,114,1,114.0,1
12652,111,1,919.98,1
12653,77,1,779.1,1
12654,75,1,166.6,1
12656,14,1,541.2,2
12662,19,4,1344.4,2
12664,12,2,1303.5800000000002,2
12665,105,1,63.0,1
12668,39,3,2924.4700000000003,2
12669,29,2,2272.6,2
12670,13,1,633.05,2
12672,110,1,225.89999999999998,1
12673,106,1,220.9,1
12676,41,2,707.4,2
12678,30,5,3951.84,2
12679,63,1,794.06,2
12681,17,10,7060.91,2
12682,30,7,3977.09,2
12683,1,8,4121.04,2
12686,152,1,89.14,1
12691,98,3,406.2,1
12693,44,2,401.9,2
12701,22,1,337.08,2
12705,26,2,2179.25,2
12707,72,1,603.42,1
12708,12,4,966.22,2
12709,20,6,3681.79,2
12712,48,6,1555.43,2
12714,75,1,968.3,1
12717,26,1,609.74,2
12720,23,6,1896.8899999999999,2
12721,26,3,1107.82,2
12724,112,1,154.9,1
12725,151,1,427.8,1
12726,44,3,887.88,2
12727,61,4,2007.32,2
12728,37,3,617.31,2
12731,33,5,6848.79,2
12733,14,1,383.95,2
12734,132,1,110.39999999999999,1
12735,95,2,779.5699999999999,1
12736,113,1,234.0,1
12738,152,1,155.35,1
12744,29,4,10262.65,2
12747,63,4,1320.09,2
12748,2,63,7318.38,0
12753,28,4,12940.51,2
12754,16,3,3010.74,2
12755,60,2,3811.95,2
12758,56,1,1570.19,2
12759,56,1,444.8,2
12763,149,1,320.08,1
12764,97,1,1693.88,1
12766,20,4,4015.71,2
12769,19,1,1143.6,2
12775,42,2,450.16,2
12778,39,3,408.06,2
12779,29,5,2222.2,2
12781,65,1,549.26,2
12782,33,3,1562.95,2
12785,144,1,311.95,1
12791,154,1,192.60000000000002,1
12792,37,1,400.53999999999996,2
12793,114,2,545.48,1
12797,146,1,254.03,1
12808,149,1,129.4,1
12811,41,3,514.85,2
12817,61,1,166.04,2
12818,41,1,1542.08,2
12820,106,1,170.46,1
12823,35,3,994.5,2
12826,96,3,697.1,1
12829,117,2,293.0,1
12831,42,1,215.05,2
12834,63,1,312.38,2
12836,92,1,846.69,1
12838,153,1,390.79,1
12839,68,3,1089.01,2
12840,6,1,854.0699999999999,2
12841,2,12,1961.26,2
12842,88,1,310.73,1
12843,44,1,93.4,2
12845,47,4,354.09,2
12849,48,1,704.5,2
12852,75,1,311.55,1
12853,19,3,885.0,2
12854,21,2,810.37,2
12855,153,1,38.1,1
12857,82,1,801.6,1
12866,63,1,559.12,2
12867,43,3,1287.29,2
12868,49,4,921.48,2
12872,107,2,599.97,1
12873,62,1,374.0,2
12875,142,1,293.76000000000005,1
12877,32,5,499.72,2
12878,16,2,854.99,2
12881,55,1,298.0,2
12888,35,1,272.76,2
12891,1,2,246.00000000000003,2
12897,82,1,128.8,1
12901,7,7,4638.48,2
12902,44,1,138.68,2
12908,92,1,318.0,1
12909,33,2,903.45,2
12910,22,1,720.22,2
12913,63,3,866.39,2
12915,152,1,199.65,1
12916,38,2,1497.63,2
12921,44,9,4237.25,2
12924,56,2,287.99,2
12928,22,2,780.04,2
12929,91,1,117.85,1
12931,19,5,3423.9,2
12933,64,1,110.75,2
12935,99,1,431.63,1
12937,47,1,217.43,2
12939,53,3,7228.32,2
12942,146,1,258.75,1
12944,135,1,286.95,1
12945,68,1,462.95,2
12947,15,3,1035.27,2
12948,41,2,528.96,2
12949,32,1,1534.3,2
12951,29,3,461.28000000000003,2
12955,48,1,473.82,2
12956,86,1,108.07,1
12957,36,2,744.1899999999999,2
12963,146,1,365.8,1
12967,138,2,1660.9,1
12970,102,2,23.8,1
12971,12,33,4030.21,0
12980,62,5,3673.7400000000002,2
12982,22,1,390.54,2
12988,72,1,535.32,1
12989,18,5,2629.06,2
12990,90,1,97.5,1
12993,78,1,102.89999999999999,1
12994,49,1,352.6,2
12997,16,2,608.47,2
12999,26,1,320.28000000000003,2
13000,40,2,458.53000000000003,2
13001,19,8,6079.77,2
13002,98,1,120.94999999999999,1
13004,29,6,2043.82,2
13005,26,1,321.65,2
13008,103,1,229.46999999999997,1
13011,152,1,50.550000000000004,1
13012,75,1,377.27000000000004,1
13013,29,3,2177.66,2
13014,43,2,833.18,2
13015,26,3,979.37,2
13018,7,7,2598.97,2
13021,44,2,416.70000000000005,2
13026,1,2,243.71999999999997,2
13027,14,3,3840.0,2
13029,133,1,382.5,1
13030,148,1,427.74,1
13033,137,1,190.55,1
13034,149,1,165.86,1
13035,41,1,333.0,2
13037,36,1,250.42000000000002,2
13038,70,1,395.1,2
13043,53,1,516.42,2
13044,71,1,560.47,2
13046,46,1,197.72,2
13047,34,5,1252.68,2
13048,18,2,939.92,2
13049,98,1,153.78,1
13050,42,8,2530.88,2
13059,30,1,183.4,2
13060,34,1,307.53,2
13064,107,1,203.3,1
13065,153,1,205.86,1
13068,100,1,165.0,1
13069,15,10,2139.92,2
13072,47,1,177.15,2
13077,70,3,577.44,2
13078,6,9,3980.46,2
13081,43,6,9807.66,2
13082,15,5,1960.18,2
13085,75,1,278.1,1
13089,7,39,23473.14,0
13090,19,7,3111.6,2
13092,7,3,398.95,2
13093,55,8,7832.47,2
13094,63,5,528.96,2
13097,13,5,3004.26,2
13098,27,5,3322.52,2
13101,14,1,101.19,2
13102,26,12,3132.44,2
13104,47,2,213.72,2
13107,113,1,566.84,1
13108,153,1,350.06,1
13110,37,3,732.49,2
13113,1,13,5619.21,2
13117,19,5,655.81,2
13118,33,2,614.48,2
13120,19,1,30.599999999999998,2
13121,49,1,283.73,2
13122,20,1,903.67,2
13124,32,2,2574.12,2
13126,33,5,1077.42,2
13132,41,1,77.3,2
13133,54,2,109.8,2
13134,14,2,525.7,2
13137,33,2,863.84,2
13138,21,2,386.85,2
13139,39,1,409.5,2
13140,146,1,159.51,1
13141,15,3,1040.85,2
13144,113,1,110.95,1
13145,152,1,295.0,1
13148,13,6,1798.33,2
13149,69,1,376.74,2
13151,75,1,1257.8700000000001,1
13155,107,2,569.2,1
13157,21,2,497.94,2
13158,99,1,256.40999999999997,1
13161,93,1,112.75,1
13162,13,2,1301.69,2
13165,131,1,354.64,1
13166,63,1,417.2,2
13168,72,2,841.23,2
13169,32,1,505.2,2
13171,79,1,140.35,1
13173,147,1,165.94,1
13174,96,2,2108.27,1
13178,26,3,1607.0,2
13183,41,2,1138.88,2
13184,7,4,746.31,2
13185,47,1,71.4,2
13187,117,1,236.02,1
13196,42,1,512.13,2
13198,30,3,2087.75,2
13199,7,13,3058.2000000000003,2
13203,22,1,165.71,2
13208,20,2,373.73,2
13209,8,3,2362.44,2
13211,141,1,110.7,1
13216,47,1,333.74,2
13220,17,1,83.4,2
13221,20,2,847.41,2
13223,12,1,100.80000000000001,2
13225,51,3,3204.88,2
13226,53,1,108.21000000000001,2
13229,5,1,160.95,2
13230,7,8,1614.93,2
13232,23,1,117.43,2
13233,116,1,304.24,1
13238,140,1,91.15,1
13239,42,1,329.56,2
13240,37,2,442.41,2
13246,73,3,1083.56,2
13249,41,1,291.84000000000003,2
13253,119,1,476.48,1
13255,153,1,225.7,1
13261,48,2,944.1,2
13262,43,1,200.29,2
13263,7,9,2332.27,2
13265,25,2,1124.88,2
13266,14,3,925.65,2
13267,12,8,1880.69,2
13268,21,3,1291.42,2
13269,13,4,1737.45,2
13270,146,1,590.0,1
13280,96,2,699.36,1
13284,111,1,201.19,1
13285,6,2,1173.27,2
13292,64,1,249.57,2
13294,29,1,483.65,2
13295,140,1,201.20000000000002,1
13299,48,1,142.5,2
13301,2,2,327.77,2
13304,131,1,300.42,1
13305,25,4,640.25,2
13309,88,1,390.71,1
13310,104,1,410.18,1
13313,120,1,307.3,1
13316,34,1,1622.48,2
13317,19,3,682.6800000000001,2
13319,30,10,3794.92,2
13324,23,4,2437.47,2
13327,39,4,1421.95,2
13328,96,1,1308.48,1
13329,147,1,304.2,1
13330,96,1,335.82,1
13334,85,1,1660.44,1
13340,57,1,3678.03,2
13341,41,1,775.85,2
13344,58,1,1656.15,2
13345,68,1,389.5,2
13357,37,1,609.95,2
13358,48,1,439.03,2
13362,26,2,1581.53,2
13368,37,2,623.4,2
13369,146,1,308.28000000000003,1
13370,152,1,754.87,1
13373,56,1,987.7,2
13376,14,1,376.0,2
13381,79,1,416.11,1
13382,61,1,222.99,2
13385,110,1,534.57,1
13389,12,1,257.89,2
13394,47,2,634.1800000000001,2
13396,99,1,387.27000000000004,1
13397,74,2,601.77,1
13402,152,1,308.28000000000003,1
13405,98,1,160.05,1
13408,5,19,9227.59,0
13410,43,2,404.64,2
13414,76,1,390.0,1
13418,32,6,1941.86,2
13421,70,1,825.04,2
13425,75,1,401.57,1
13426,18,4,1285.02,2
13439,35,1,283.71,2
13448,144,3,829.5400000000001,1
13451,49,2,1012.37,2
13452,39,2,590.0,2
13453,70,1,185.0,2
13455,146,1,692.94,1
13458,21,5,5185.96,2
13462,33,1,151.5,2
13468,6,18,3116.12,0
13473,113,1,241.26,1
13474,16,1,229.59,2
13475,42,2,906.52,2
13476,61,1,727.6,2
13477,71,1,185.39999999999998,1
13479,15,1,144.35,2
13481,37,1,665.28,2
13482,12,1,184.64,2
13484,21,1,313.8,2
13485,13,1,454.24,2
13487,133,1,193.15,1
13488,41,4,4109.71,2
13489,69,2,235.68,2
13491,27,8,1031.63,2
13493,55,2,618.63,2
13494,91,1,316.26000000000005,1
13495,12,3,1072.43,2
13496,140,1,501.01,1
13497,63,2,348.05,2
13499,5,2,463.79,2
13501,68,1,1340.32,2
13502,55,2,189.16,2
13505,12,1,1009.69,2
13506,96,2,458.52,1
13508,23,1,110.97,2
13509,34,3,650.02,2
13512,41,1,251.21,2
13515,28,1,203.4,2
13516,19,1,146.0,2
13520,39,3,1479.3,2
13523,146,1,566.95,1
13525,28,1,282.88,2
13527,107,1,110.45,1
13531,146,1,305.45,1
13533,47,2,146.64,2
13534,13,13,2014.2,2
13538,55,2,504.3,2
13539,20,2,315.65,2
13544,20,1,122.91,2
13548,24,1,281.01,2
13549,22,1,183.5,2
13551,99,1,91.80000000000001,1
13552,37,3,782.75,2
13557,60,1,240.68,2
13562,25,1,603.27,2
13564,134,2,1198.38,1
13565,114,1,110.17999999999999,1
13569,147,1,118.32,1
13570,23,1,239.49,2
13571,6,2,272.01,2
13573,33,1,31.770000000000003,2
13576,14,6,2443.52,2
13577,22,1,356.75,2
13579,149,1,164.70000000000002,1
13581,89,1,118.0,1
13584,86,1,142.4,1
13588,35,1,113.30000000000001,2
13590,19,2,610.48,2
13591,46,1,462.2,2
13592,44,1,76.72,2
13593,43,3,1022.95,2
13599,22,6,1634.3600000000001,2
13600,92,1,219.52,1
13606,23,2,250.42,2
13610,23,2,349.72,2
13611,140,1,303.15000000000003,1
13614,110,1,205.75,1
13615,99,1,417.69,1
13623,31,3,404.34,2
13626,33,1,257.23,2
13627,138,1,311.19,1
13629,20,3,2067.0,2
13630,25,2,730.92,2
13631,47,1,80.0,2
13632,13,2,613.03,2
13634,22,2,625.41,2
13636,32,3,541.45,2
13637,6,1,422.6,2
13647,15,1,424.64,2
13649,36,2,346.6,2
13650,47,1,372.12,2
13652,37,2,638.24,2
13654,22,2,798.24,2
13655,22,1,383.65,2
13656,117,1,162.70000000000002,1
13659,100,1,1045.4,1
13662,39,1,227.70000000000002,2
13666,67,2,64.05,2
13668,7,9,2961.05,2
13672,81,2,186.39000000000001,1
13675,64,1,308.44,2
13680,117,2,2391.59,1
13684,66,1,67.23,2
13692,16,1,856.63,2
13694,7,19,21807.67,0
13695,7,3,230.88,2
13700,20,5,943.66,2
13703,98,1,99.5,1
13705,154,1,318.14,1
13706,83,1,330.79,1
13707,47,2,806.41,2
13708,51,1,296.88,2
13709,95,1,474.7,1
13712,26,1,228.84,2
13715,61,5,1079.34,2
13716,49,1,138.28,2
13717,21,2,570.59,2
13718,26,2,306.55,2
13719,14,1,132.9,2
13720,18,2,432.1,2
13722,62,1,1463.47,2
13725,5,6,1751.6,2
13728,34,2,341.58,2
13731,27,1,308.12,2
13735,14,1,935.15,2
13736,40,1,357.53,2
13740,21,1,350.75,2
13742,18,4,1344.05,2
13743,39,1,141.72,2
13744,72,1,893.16,1
13747,154,1,79.6,1
13748,12,3,580.85,2
13750,77,2,688.8000000000001,1
13751,68,1,296.25,2
13752,26,1,277.6,2
13753,67,1,741.26,2
13754,97,1,156.0,1
13756,139,3,1004.4000000000001,1
13758,33,4,1458.15,2
13760,36,1,135.09,2
13764,117,1,499.89,1
13767,6,17,5665.46,0
13769,15,4,1129.95,2
13771,27,1,871.6,2
13772,19,1,228.42,2
13777,27,18,9649.95,0
13781,30,1,127.84,2
13782,14,2,361.3,2
13784,62,4,426.39,2
13786,147,1,230.39999999999998,1
13787,144,1,106.4,1
13792,67,1,74.60000000000001,2
13798,8,23,17642.56,0
13799,74,1,341.7,1
13800,89,1,558.32,1
13802,35,2,3131.06,2
13803,35,1,277.07,2
13804,70,1,723.63,2
13807,147,1,112.6,1
13809,85,1,155.05,1
13811,16,2,481.5,2
13815,98,1,1012.01,1
13817,131,1,128.7,1
13819,82,3,1140.35,1
13821,42,1,270.15,2
13824,22,2,1102.18,2
13831,149,1,408.0,1
13837,97,1,113.7,1
13838,150,1,238.11,1
13841,32,1,85.0,2
13842,8,5,1527.33,2
13846,22,2,663.9300000000001,2
13848,78,2,935.0,1
13851,68,1,246.32,2
13854,6,13,4142.42,2
13859,106,1,201.16,1
13862,12,3,852.3100000000001,2
13863,28,1,305.78,2
13865,69,1,123.30000000000001,2
13869,43,3,1584.96,2
13870,68,1,544.03,2
13871,15,4,1764.24,2
13873,90,1,121.45,1
13874,138,1,540.45,1
13875,38,2,683.6800000000001,2
13880,18,4,799.73,2
13881,22,3,2009.1200000000001,2
13883,33,1,980.41,2
13884,57,3,196.25,2
13890,139,1,190.35,1
13892,26,1,54.519999999999996,2
13893,78,1,821.1,1
13894,90,1,160.85,1
13898,106,1,155.93,1
13899,55,1,298.5,2
13900,43,1,357.58000000000004,2
13901,36,2,648.3,2
13904,75,1,201.12,1
13908,56,1,496.0,2
13911,26,4,1089.5,2
13918,33,1,198.2,2
13922,132,1,172.25,1
13929,106,1,412.85,1
13931,61,1,378.21000000000004,2
13932,74,1,307.4,1
13934,44,1,922.1,2
13939,92,1,184.5,1
13941,77,2,2118.96,1
13946,48,1,209.85,2
13948,141,1,102.0,1
13950,27,1,179.30999999999997,2
13951,16,2,516.05,2
13952,19,1,2042.761,2
13953,55,2,1000.0,2
13955,85,1,205.1,1
13956,23,2,293.67,2
13959,61,2,337.44,2
13962,26,1,117.6,2
13963,88,4,664.54,1
13969,12,4,1064.07,2
13971,49,2,642.8199999999999,2
13973,67,1,264.7,2
13975,56,1,678.76,2
13982,106,2,903.8,1
13983,12,6,1545.37,2
13984,30,3,717.23,2
13985,44,1,393.0,2
13988,34,1,631.06,2
13989,19,1,896.6700000000001,2
13993,18,3,1101.07,2
13995,26,1,310.45,2
13999,35,3,911.1800000000001,2
14001,13,2,1309.14,2
14004,69,1,900.02,2
14006,21,2,662.09,2
14012,57,1,328.8,2
14013,56,1,118.5,2
14016,50,2,2231.2999999999997,2
14021,36,1,198.89999999999998,2
14022,5,1,440.0,2
14023,30,1,273.14,2
14030,23,5,1435.02,2
14031,12,9,6672.01,2
14032,21,4,1232.4,2
14035,48,2,700.58,2
14036,65,1,626.65,2
14037,145,1,111.8,1
14040,19,4,1085.15,2
14041,46,1,141.41,2
14044,90,1,173.74,1
14045,118,3,1251.75,1
14046,64,1,154.99,2
14047,117,2,296.22,1
14048,85,1,409.93,1
14049,98,1,1031.83,1
14051,6,9,5201.280000000001,2
14056,18,6,1880.25,2
14057,20,7,2334.07,2
14059,47,1,183.6,2
14060,12,9,2672.0,2
14062,19,6,4834.63,2
14064,33,2,560.4999999999999,2
14066,46,1,152.55,2
14068,100,1,265.85,1
14071,40,2,356.81,2
14075,41,1,307.92,2
14077,5,2,199.61,2
14078,7,3,472.69,2
14081,82,2,934.52,1
14082,145,1,182.25,1
14083,53,4,474.29,2
14085,39,9,2500.91,2
14088,102,1,7544.91,1
14090,105,1,76.32000000000001,1
14092,17,5,1469.81,2
14099,35,4,1062.8600000000001,2
14101,45,3,3068.63,2
14105,19,1,1266.23,2
14107,39,3,1175.27,2
14110,47,1,904.26,2
14111,22,1,94.2,2
14112,56,1,617.1,2
14113,134,1,433.5,1
14114,54,2,386.53,2
14127,36,2,452.23,2
14128,36,1,305.54,2
14129,41,1,358.90000000000003,2
14130,99,1,483.86,1
14133,96,1,318.0,1
14135,106,7,1811.91,1
14142,153,1,311.81,1
14146,35,2,1903.73,2
14147,65,1,182.8,2
14148,13,1,157.2,2
14149,1,1,446.62,2
14150,140,1,306.18,1
14152,14,1,314.51,2
14154,19,2,1345.62,2
14155,46,1,118.75,2
14156,14,16,38495.05,3
14157,65,1,277.17,2
14159,36,2,652.09,2
14161,58,2,546.19,2
14162,72,1,177.68,1
14163,19,1,411.87,2
14165,55,1,122.53999999999999,2
14167,43,2,259.0,2
14175,109,1,322.58,1
14176,77,4,576.9000000000001,2
14180,15,13,2895.57,2
14185,111,1,197.65,1
14188,90,1,398.0,1
14189,12,6,1798.3700000000001,2
14191,1,1,150.32,2
14193,50,1,422.53999999999996,2
14194,46,3,1579.42,2
14195,32,1,828.4,2
14198,19,1,183.3,2
14201,14,2,176.28,2
14205,44,1,222.9,2
14206,19,1,328.15999999999997,2
14209,40,2,768.5500000000001,2
14210,7,4,1282.8500000000001,2
14211,15,4,759.49,2
14214,57,1,638.65,2
14215,95,3,922.11,1
14217,26,6,621.65,2
14220,27,2,632.4,2
14221,119,1,312.95,1
14223,44,1,304.9,2
14224,100,1,244.3,1
14226,49,1,983.3,2
14227,16,3,1323.97,2
14229,72,2,762.13,2
14231,12,2,617.95,2
14232,44,1,693.1800000000001,2
14233,91,2,630.95,1
14235,6,2,1264.55,2
14236,152,1,189.3,1
14237,153,1,161.0,1
14238,106,1,146.85,1
14239,27,4,940.4300000000001,2
14240,6,1,226.85,2
14242,14,2,280.55,2
14243,26,5,1513.07,2
14245,44,1,1005.1,2
14246,26,1,449.64,2
14247,58,1,136.76999999999998,2
14248,98,1,302.58,1
14256,40,2,969.0600000000001,2
14257,99,1,620.14,1
14258,25,5,6066.66,2
14262,20,1,240.0,2
14264,25,1,115.7,2
14267,40,2,836.36,2
14270,112,1,492.65000000000003,1
14271,5,1,112.32,2
14272,34,1,132.09,2
14273,22,1,112.8,2
14276,70,1,341.2,2
14282,7,3,1001.58,2
14286,23,1,2050.08,2
14289,21,2,469.54,2
14290,142,1,777.5600000000001,1
14291,55,1,984.88,2
14292,63,1,463.0,2
14293,85,2,508.02000000000004,1
14297,55,1,232.6,2
14298,6,25,24003.35,0
14299,98,4,1565.94,1
14304,2,1,383.45,2
14307,104,2,1270.56,1
14309,15,4,935.88,2
14311,23,1,310.26,2
14312,53,3,594.02,2
14315,46,1,530.4,2
14320,113,1,352.51,1
14321,114,1,326.82,1
14323,18,1,299.82,2
14326,22,1,183.85,2
14329,53,2,2125.6,2
14334,13,4,1307.78,2
14336,56,1,534.4200000000001,2
14339,23,1,309.52,2
14341,98,2,335.63,1
14344,36,5,584.38,2
14346,77,1,262.44,1
14348,40,1,409.57,2
14350,54,1,282.93,2
14352,15,2,845.32,2
14355,145,1,174.4,1
14367,20,3,1919.42,2
14368,100,1,155.0,1
14371,75,1,100.5,1
14373,138,1,76.55,1
14377,42,1,314.6,2
14379,75,1,110.98,1
14386,77,1,142.4,1
14388,62,2,714.25,2
14390,19,2,727.03,2
14395,2,5,1625.94,2
14396,151,1,110.35000000000001,1
14401,95,2,552.12,1
14403,27,1,790.7,2
14404,40,3,723.58,2
14407,56,1,357.18,2
14408,19,2,705.6400000000001,2
14409,99,3,666.1,1
14410,29,4,580.8,2
14411,91,1,1063.0,1
14413,142,1,122.7,1
14414,139,1,217.2,1
14415,14,4,2012.15,2
14419,32,2,307.56,2
14422,47,1,401.31,2
14426,56,3,1495.58,2
14428,20,2,330.62,2
14431,83,1,470.36,1
14437,146,1,63.0,1
14438,86,1,131.9,1
14439,100,1,2661.24,1
14440,97,2,1185.71,1
14441,35,1,356.84000000000003,2
14442,97,1,675.58,1
14443,90,2,608.4,1
14446,26,1,303.04,2
14447,61,1,265.0,2
14448,144,1,102.35000000000001,1
14449,26,2,401.3,2
14450,23,2,269.45,2
14457,91,1,113.64,1
14460,90,1,30.0,1
14461,41,1,776.23,2
14462,47,5,704.91,2
14465,26,3,1058.6200000000001,2
14466,60,3,1035.65,2
14467,92,1,131.7,1
14470,67,1,297.64,2
14472,37,4,1328.18,2
14473,62,1,85.0,2
14475,85,1,306.55,1
14476,37,1,215.7,2
14477,77,1,165.0,1
14479,34,2,316.25,2
14481,67,1,302.86,2
14482,19,1,238.1,2
14483,62,1,137.1,2
14487,148,1,125.10000000000001,1
14491,152,1,127.2,1
14496,92,2,538.8100000000001,1
14497,89,1,475.37,1
14498,142,1,166.22,1
14499,58,1,126.02000000000001,2
14501,100,1,66.93,1
14502,14,6,1070.23,2
14504,23,3,542.71,2
14505,48,3,1949.3,2
14506,63,2,566.86,2
14507,56,2,378.85,2
14512,12,1,126.32,2
14513,69,1,18.75,2
14514,111,1,255.25,1
14520,71,1,165.0,1
14524,16,4,777.58,2
14525,15,4,1249.87,2
14527,6,22,2845.23,0
14530,43,2,1146.91,2
14532,16,4,932.85,2
14533,133,1,433.5,1
14534,27,6,1284.58,2
14535,28,1,853.97,2
14536,39,1,171.8,2
14538,36,1,106.5,2
14540,89,1,195.9,1
14541,22,5,975.45,2
14543,33,7,1869.26,2
14544,141,1,1121.92,1
14546,28,1,561.29,2
14548,98,1,326.4,1
14549,91,1,289.24,1
14553,119,1,201.94,1
14555,82,1,197.94,1
14560,40,8,1164.85,2
14562,12,3,916.1,2
14565,141,1,1167.41,1
14570,61,2,218.06,2
14572,34,3,1077.93,2
14573,37,4,882.58,2
14576,152,1,35.400000000000006,1
14577,13,2,468.01,2
14586,57,1,237.36,2
14587,27,6,1085.2,2
14589,151,1,39.75,1
14594,153,1,255.0,1
14595,93,1,163.8,1
14600,86,1,393.33000000000004,1
14603,55,1,660.0,2
14606,7,42,6106.37,0
14607,41,1,495.0,2
14608,142,1,204.0,1
14609,76,1,144.0,1
14616,23,3,406.08000000000004,2
14618,117,1,211.8,1
14619,26,1,394.44,2
14620,64,1,235.35,2
14621,138,1,305.7,1
14623,15,1,192.68,2
14625,141,1,585.53,1
14626,13,1,586.9,2
14628,22,1,331.58000000000004,2
14631,15,2,630.08,2
14632,43,1,114.56,2
14633,46,1,344.90000000000003,2
14636,49,1,300.19,2
14639,71,2,1235.13,2
14640,7,1,413.45000000000005,2
14643,138,1,357.94,1
14644,78,1,187.50000000000003,1
14645,56,1,240.10000000000002,2
14646,6,17,82304.98,3
14653,118,1,344.81,1
14655,2,1,810.56,2
14656,63,1,133.11,2
14657,62,2,524.4,2
14659,44,3,1002.89,2
14662,14,3,524.86,2
14665,77,3,731.66,1
14667,2,10,3611.03,2
14669,21,3,1269.99,2
14670,60,2,411.53,2
14672,15,2,765.55,2
14673,147,1,373.49,1
14676,63,1,556.32,2
14680,32,7,10462.58,2
14684,142,1,168.36,1
14688,29,8,2241.17,2
14692,15,3,480.3,2
14693,44,1,172.9,2
14696,22,3,872.6,2
14700,18,1,721.55,2
14701,27,5,1750.75,2
14702,61,6,1222.15,2
14708,148,1,419.06,1
14709,57,3,1183.3,2
14711,12,3,942.03,2
14713,48,5,909.61,2
14715,78,2,247.45,1
14719,29,1,223.46,2
14723,138,3,471.0,1
14727,54,1,268.58,2
14729,153,1,313.49,1
14730,13,3,555.6,2
14732,1,3,980.48,2
14733,50,7,7560.32,2
14735,5,11,1813.97,2
14737,133,1,434.0,1
14738,21,2,367.47,2
14739,118,2,943.44,1
14740,6,2,892.5,2
14741,141,2,495.3,1
14744,78,5,928.03,2
14745,65,1,240.60000000000002,2
14747,29,1,328.2,2
14748,149,2,470.42,1
14754,75,1,228.26999999999998,1
14755,37,3,1302.24,2
14758,5,2,982.47,2
14759,13,1,572.25,2
14760,77,1,89.2,1
14761,114,1,97.5,1
14762,44,1,300.52,2
14766,36,2,809.06,2
